0	63	0
63	58	0
121	59	0
239	121	1
301	58	0
424	122	1
481	66	0
547	117	0
664	58	0
722	63	0
785	84	0
925	121	1
1048	115	1
1105	57	0
1162	57	0
1219	59	0
1278	57	0
1335	65	0
1400	56	0
1456	55	0
1511	56	0
1624	113	1
1680	58	0
1802	121	1
1859	56	0
1973	115	1
2030	58	0
2088	57	0
2258	168	2
2313	57	0
2370	56	0
2426	57	0
2483	58	0
2541	58	0
2599	63	0
2720	116	1
2778	56	0
2834	59	0
2893	57	0
2950	60	0
3010	63	0
3073	57	0
3130	60	0
3190	57	0
3247	56	0
3303	57	0
3360	58	0
3418	66	0
3542	117	1
3601	58	0
3659	58	0
3717	56	0
3773	58	0
3831	57	0
3888	65	0
3953	56	0
4009	56	0
4065	55	0
4120	56	0
4176	58	0
4292	120	1
4354	58	0
4412	59	0
4471	80	0
4551	56	0
4607	58	0
4665	59	0
4724	62	0
4899	174	2
6970	922	0
7892	60	0
8036	141	1
8093	52	0
8145	51	0
8196	51	0
8247	51	0
8298	51	0
8349	51	0
8400	51	0
8451	57	0
8508	51	0
8610	104	1
8663	52	0
8715	53	0
8768	52	0
8820	58	0
8982	156	2
9034	54	0
9088	52	0
9140	52	0
9192	57	0
9249	53	0
9302	54	0
9356	50	0
9406	52	0
9458	55	0
9569	107	1
9620	51	0
9671	52	0
9775	105	1
9828	52	0
9880	52	0
9932	50	0
9982	59	0
10041	52	0
10143	103	1
10247	103	1
10299	51	0
10350	59	0
10409	51	0
10460	51	0
10512	52	0
10616	103	1
10667	52	0
10719	57	0
10829	103	1
10879	51	0
10930	50	0
10980	50	0
11083	102	1
11132	56	0
11188	52	0
11240	52	0
11345	108	1
11400	52	0
11506	116	1
11568	52	0
11620	52	0
11672	52	0
11724	51	0
11775	52	0
11827	52	0
11879	58	0
11937	53	0
11990	52	0
12043	52	0
12095	52	0
12147	52	0
12199	54	0
12253	53	0
12358	103	1
12409	52	0
12461	52	0
12513	53	0
12566	53	0
12780	211	3
12882	107	1
12937	52	0
13043	111	1
13100	52	0
13152	53	0
13205	50	0
13255	51	0
13358	103	1
13520	166	2
13575	52	0
13627	52	0
13679	52	0
13731	52	0
13783	51	0
13834	58	0
13892	53	0
13945	53	0
14051	102	1
14100	69	0
14169	50	0
14219	56	0
14275	51	0
14326	55	0
14495	165	2
14546	51	0
14597	59	0
14656	50	0
14706	53	0
14759	50	0
14809	51	0
14860	50	0
14910	50	0
14960	52	0
15012	53	0
15116	102	1
15167	55	0
15327	156	2
15378	56	0
15434	49	0
15483	52	0
15591	108	1
15643	51	0
15694	51	0
15745	57	0
15802	52	0
15854	50	0
15904	51	0
15955	52	0
16007	50	0
16057	52	0
16217	159	2
16268	51	0
16319	52	0
16371	52	0
16423	51	0
16527	111	1
16585	52	0
16637	52	0
16689	51	0
16740	53	0
16844	103	1
16896	57	0
16953	54	0
17007	53	0
17163	154	2
17214	53	0
17267	59	0
17326	54	0
17380	55	0
17435	52	0
17487	53	0
17540	52	0
17592	52	0
17644	52	0
17696	52	0
17801	107	1
17855	52	0
18010	154	2
18061	58	0
18119	50	0
18169	52	0
18275	106	1
18327	51	0
18378	51	0
18487	110	1
18539	51	0
18643	105	1
18747	102	1
18797	59	0
18856	52	0
18908	51	0
18959	53	0
19012	51	0
19063	52	0
19115	53	0
19168	53	0
19221	57	0
19278	51	0
19329	52	0
19381	53	0
19434	52	0
19486	54	0
19540	54	0
19594	61	0
19655	53	0
19708	53	0
19761	52	0
19813	52	0
19865	52	0
19917	51	0
19968	60	0
20028	54	0
20082	55	0
20137	52	0
20189	53	0
20242	53	0
20349	107	1
20402	53	0
20455	53	0
20508	54	0
20668	159	2
20779	121	1
20947	157	2
20999	51	0
21050	52	0
21102	51	0
21153	59	0
21212	54	0
21266	52	0
21318	53	0
21424	105	1
21476	54	0
21530	60	0
21590	58	0
21702	107	1
21755	52	0
21807	53	0
21860	55	0
21915	52	0
22079	164	2
22131	54	0
22185	53	0
22291	106	1
22405	114	1
22458	54	0
22512	54	0
22622	110	1
22676	52	0
22728	60	0
22788	52	0
22840	53	0
22893	55	0
22948	52	0
23000	52	0
23105	106	1
23158	53	0
23211	54	0
23372	160	2
23425	54	0
23479	53	0
23532	61	0
23647	107	1
23700	53	0
23753	53	0
23806	53	0
23859	52	0
23911	61	0
23972	52	0
24078	108	1
24132	53	0
24185	52	0
24237	53	0
24290	62	0
24352	54	0
24406	57	0
24463	57	0
24520	53	0
24573	54	0
24680	104	1
24731	60	0
24791	53	0
24844	52	0
24951	108	1
25058	106	1
25110	58	0
25221	106	1
25274	56	0
25330	52	0
25487	168	2
25550	53	0
25603	53	0
25656	52	0
25708	52	0
25760	56	0
25816	52	0
25868	52	0
25920	52	0
25972	51	0
26023	52	0
26075	51	0
26126	54	0
26180	53	0
26233	53	0
26286	60	0
26398	106	1
26452	53	0
26505	54	0
26559	52	0
26611	56	0
26835	221	3
26942	107	1
26995	53	0
27161	168	2
27216	53	0
27269	57	0
27326	54	0
27721	597	2
27977	47	0
28024	51	0
28075	50	0
28176	103	1
28228	51	0
28279	59	0
28338	43	0
28381	50	0
28431	54	0
28485	52	0
28537	51	0
28588	53	0
28743	151	2
28792	50	0
28892	102	1
28944	50	0
28994	52	0
29046	52	0
29098	51	0
29149	51	0
29252	104	1
29304	51	0
29355	49	0
29404	60	0
29464	45	0
29562	104	1
29715	152	2
29765	59	0
29824	44	0
29868	50	0
29968	101	1
30019	55	0
30074	50	0
30124	60	0
30184	42	0
30226	51	0
30277	52	0
30380	103	1
30432	49	0
30481	50	0
30531	59	0
30590	41	0
30631	50	0
30681	50	0
30731	50	0
30781	50	0
30831	51	0
30882	56	0
30938	45	0
30983	49	0
31032	50	0
31132	100	1
31291	151	2
31333	55	0
31388	49	0
31437	53	0
31490	51	0
31541	50	0
31591	51	0
31642	51	0
31693	50	0
31743	51	0
31794	52	0
31846	58	0
31904	52	0
31956	51	0
32007	60	0
32067	42	0
32159	102	1
32211	53	0
32264	50	0
32314	51	0
32365	59	0
32467	94	1
32518	51	0
32569	52	0
32621	51	0
32723	110	1
32782	42	0
32824	52	0
32876	51	0
32927	49	0
32976	50	0
33026	51	0
33128	111	1
33231	94	1
33282	49	0
33433	153	2
33484	60	0
33544	43	0
33587	51	0
33638	51	0
33742	105	1
33794	51	0
33845	59	0
33904	42	0
33997	102	1
34048	51	0
34099	51	0
34150	51	0
34253	104	1
34305	50	0
34355	55	0
34410	51	0
34461	50	0
34511	50	0
34561	52	0
34613	59	0
34672	46	0
34767	100	1
34818	51	0
34869	51	0
34920	51	0
34971	55	0
35026	45	0
35071	50	0
35121	51	0
35223	103	1
35326	109	1
35384	43	0
35427	53	0
35480	51	0
35531	50	0
35581	51	0
35632	52	0
35684	50	0
35734	59	0
35793	46	0
35839	51	0
35890	49	0
35939	52	0
36042	103	1
36094	56	0
36150	46	0
36196	52	0
36248	54	0
36302	48	0
36454	161	2
36511	45	0
36556	51	0
36607	52	0
36659	52	0
36711	51	0
36815	104	1
36866	51	0
36917	54	0
36971	50	0
37081	111	1
37132	51	0
37183	54	0
37237	60	0
37297	48	0
37345	51	0
37396	51	0
37447	51	0
37498	51	0
37549	52	0
37601	59	0
37660	44	0
37704	52	0
37756	50	0
37858	111	1
37970	114	1
38031	44	0
38075	55	0
38130	54	0
38184	53	0
38311	126	1
38363	50	0
38413	59	0
38515	93	1
38616	101	1
38666	51	0
38717	50	0
38826	104	1
38871	50	0
38921	51	0
38972	50	0
39022	51	0
39073	84	0
39157	60	0
39217	46	0
39367	155	2
39418	54	0
39472	50	0
39522	54	0
39576	51	0
39627	54	0
39681	51	0
39732	51	0
39783	51	0
39834	51	0
39936	109	1
39994	43	0
40037	54	0
40141	102	1
40193	50	0
40295	110	1
40353	44	0
40397	48	0
40445	54	0
40499	51	0
40550	52	0
40602	52	0
40654	57	0
40711	44	0
40755	51	0
40806	50	0
40856	58	0
40914	49	0
40963	50	0
41013	52	0
41065	53	0
41164	96	1
41265	103	1
41317	52	0
41369	49	0
41418	58	0
41476	45	0
41572	103	1
41624	51	0
41675	52	0
41727	50	0
41777	57	0
41834	45	0
41879	53	0
41982	100	1
42032	51	0
42083	52	0
42135	50	0
42238	104	1
42289	51	0
42340	51	0
42391	52	0
42443	51	0
42494	52	0
42603	101	1
42751	154	2
42801	54	0
42855	50	0
42905	58	0
42963	45	0
43008	52	0
43060	51	0
43111	52	0
43163	52	0
43215	50	0
43265	56	0
43321	45	0
43366	51	0
43417	55	0
43472	51	0
43523	50	0
43573	52	0
43625	51	0
43676	58	0
43734	44	0
43829	101	1
43879	50	0
43929	53	0
43982	52	0
44034	61	0
44095	43	0
44138	51	0
44189	51	0
44240	50	0
44290	51	0
44392	109	1
44450	45	0
44495	49	0
44544	53	0
44597	52	0
44649	49	0
44698	50	0
44748	52	0
44909	161	2
44961	50	0
45011	50	0
45061	51	0
45112	51	0
45163	56	0
45270	102	1
45321	49	0
45421	101	1
45471	52	0
45523	56	0
45579	44	0
45623	52	0
45777	154	2
45879	106	1
45935	46	0
45981	51	0
46032	50	0
46082	49	0
46131	50	0
46235	104	1
46342	100	1
46385	53	0
46438	51	0
46489	51	0
46540	51	0
46591	53	0
46644	58	0
46748	96	1
46798	50	0
46848	52	0
46900	51	0
47002	109	1
47060	45	0
47105	51	0
47156	50	0
47206	52	0
47258	50	0
47361	104	1
47465	104	1
47516	52	0
47620	104	1
47672	52	0
47724	51	0
47775	58	0
47833	44	0
47877	51	0
47928	52	0
47980	51	0
48031	51	0
48082	50	0
48132	57	0
48189	45	0
48234	52	0
48286	52	0
48338	49	0
48387	51	0
48438	50	0
48488	58	0
48546	45	0
48591	50	0
48641	51	0
48744	102	1
48794	52	0
48846	59	0
49008	155	2
49060	51	0
49111	51	0
49162	51	0
49213	52	0
49265	58	0
49323	45	0
49368	52	0
49420	51	0
49521	102	1
49624	107	1
49777	148	2
49828	52	0
49880	51	0
49983	102	1
50033	53	0
50086	51	0
50137	621	0
50758	53	0
50811	52	0
50916	104	1
50967	57	0
51078	108	1
51132	53	0
51185	54	0
51239	52	0
51291	55	0
51626	495	1
51841	54	0
51895	53	0
51948	52	0
52056	110	1
52169	112	1
52222	53	0
52275	52	0
52327	52	0
52433	106	1
52539	133	1
52619	53	0
52728	110	1
52834	103	1
52885	52	0
52937	56	0
52993	51	0
53044	55	0
53099	51	0
53150	54	0
53204	52	0
53256	52	0
53308	58	0
53366	54	0
53420	52	0
53472	51	0
53523	52	0
53575	52	0
53627	52	0
53679	53	0
53732	52	0
53784	52	0
53888	103	1
53939	52	0
53991	51	0
54042	51	0
54093	56	0
54149	51	0
54200	51	0
54303	105	1
54356	51	0
54407	54	0
54461	56	0
