87	147	1
147	62	0
209	59	0
331	124	1
392	69	0
461	61	0
522	60	0
582	60	0
642	59	0
701	59	0
822	121	1
949	129	1
1010	64	0
1137	121	1
1195	61	0
1316	127	1
1383	59	0
1442	59	0
1561	119	1
1620	63	0
1743	130	1
1813	60	0
1873	62	0
1935	61	0
1996	62	0
2058	60	0
2118	62	0
2180	61	0
2241	60	0
2362	121	1
2422	60	0
2482	62	0
2695	220	2
2764	64	0
2828	59	0
2887	58	0
2945	60	0
3005	58	0
3063	67	0
3197	125	1
3255	59	0
3314	58	0
3441	127	1
3559	129	1
3691	122	1
3750	62	0
3812	62	0
3874	61	0
3998	121	1
4056	67	0
4183	120	1
4303	119	1
4362	60	0
4422	60	0
4482	73	0
4555	65	0
4620	60	0
4680	60	0
4800	120	1
4860	67	0
4995	128	1
5055	58	0
5113	58	0
5171	59	0
5230	61	0
5291	60	0
5351	59	0
5410	60	0
5470	58	0
5528	59	0
5587	59	0
5646	62	0
5708	60	0
5768	58	0
5826	76	0
5902	57	0
5959	59	0
6018	57	0
6075	56	0
6131	60	0
6191	58	0
6249	65	0
6370	114	1
6428	69	0
6497	58	0
6555	58	0
6613	58	0
6671	65	0
6736	58	0
6794	58	0
6852	59	0
6969	114	1
7025	58	0
7207	181	2
7264	57	0
7321	61	0
7382	59	0
7498	113	1
7554	63	0
7617	58	0
7675	58	0
7733	58	0
7791	58	0
7849	59	0
7966	121	1
8086	114	1
8143	58	0
8201	56	0
8257	59	0
8316	59	0
8375	59	0
8435	62	0
8497	58	0
8555	60	0
8615	58	0
8673	60	0
8796	123	1
8856	71	0
8927	58	0
8985	59	0
9103	118	1
9162	61	0
9346	180	2
9403	61	0
9464	58	0
9522	58	0
9580	58	0
9638	58	0
9696	66	0
9762	59	0
9821	63	0
9884	59	0
9943	58	0
10001	59	0
10306	305	4
10365	58	0
10423	59	0
10482	60	0
10542	58	0
10600	64	0
10664	61	0
10725	60	0
10785	59	0
10844	59	0
10903	63	0
10966	56	0
11089	126	1
11209	118	1
11266	60	0
11326	58	0
11441	117	1
11501	60	0
11619	118	1
11679	55	0
11734	58	0
11792	58	0
11910	125	1
11975	60	0
12035	58	0
12093	60	0
12213	120	1
12273	58	0
12331	67	0
12398	58	0
12456	58	0
12514	63	0
12577	61	0
12638	58	0
12821	181	2
12877	59	0
12936	56	0
12992	59	0
13051	59	0
13110	58	0
13168	59	0
13227	65	0
13292	58	0
13350	57	0
13407	60	0
13467	59	0
13526	57	0
13642	122	1
13764	116	1
13821	57	0
13878	57	0
13935	57	0
14051	122	1
14229	173	2
14343	112	1
14399	57	0
14456	56	0
14512	60	0
14572	58	0
14630	62	0
14692	63	0
14755	60	0
14815	58	0
14873	59	0
14932	62	0
14994	58	0
15052	57	0
15109	55	0
15164	58	0
15222	59	0
15281	57	0
15338	62	0
15400	58	0
15458	57	0
15515	58	0
15573	58	0
15688	116	1
15747	62	0
15809	59	0
15868	56	0
15924	59	0
15983	58	0
16099	115	1
16215	136	1
16292	59	0
16351	59	0
16410	59	0
16469	64	0
16592	119	1
16652	67	0
16778	118	1
16837	59	0
16896	63	0
16959	60	0
17019	61	0
17080	67	0
17147	60	0
17207	59	0
17266	65	0
17331	61	0
17392	61	0
17515	125	1
17636	117	1
17755	120	1
17874	117	1
17932	57	0
17989	66	0
18055	58	0
18113	66	0
18237	120	1
18358	118	1
18417	68	0
18485	59	0
18663	179	2
18723	60	0
18783	58	0
18907	126	1
18967	61	0
19147	178	2
19206	59	0
19265	59	0
19324	66	0
19390	59	0
19449	59	0
19508	61	0
19569	57	0
19626	61	0
19748	129	1
19816	60	0
19876	60	0
19936	60	0
19996	61	0
20057	61	0
20118	59	0
20177	68	0
20309	123	1
20368	57	0
20485	120	1
20545	60	0
20605	57	0
20662	60	0
20722	60	0
20782	59	0
20841	60	0
20901	60	0
20961	60	0
21080	129	1
21150	59	0
21269	119	1
21388	121	1
21509	126	1
21575	61	0
21636	61	0
21697	60	0
21817	121	1
21878	57	0
21935	64	0
21999	60	0
22116	114	1
22173	57	0
22345	173	2
22403	64	0
22467	58	0
22525	59	0
22584	58	0
22642	56	0
22754	115	1
22813	62	0
22990	172	2
23047	56	0
23103	56	0
23159	57	0
23216	64	0
23339	117	1
23397	60	0
23457	57	0
23514	59	0
23573	59	0
23632	58	0
23690	59	0
23749	57	0
23806	60	0
23866	58	0
23924	58	0
23982	59	0
24041	59	0
24163	120	1
24220	58	0
24394	172	2
24450	57	0
24507	66	0
24688	173	2
24746	62	0
24864	113	1
24982	116	1
25037	59	0
25096	57	0
25153	58	0
25211	59	0
25270	58	0
25328	56	0
25384	61	0
25506	116	1
25561	60	0
25621	58	0
25679	58	0
25737	58	0
25916	177	2
25972	59	0
26031	59	0
26090	56	0
26146	58	0
26268	120	1
26324	57	0
26381	60	0
26441	57	0
26498	58	0
26556	57	0
26613	58	0
26671	58	0
26729	62	0
26791	59	0
26850	59	0
26909	59	0
26968	58	0
27026	58	0
27149	123	1
27207	58	0
27265	57	0
27440	175	2
27497	63	0
27560	60	0
27620	57	0
27677	56	0
27794	121	1
27854	58	0
27912	61	0
27973	58	0
28031	57	0
28088	57	0
28145	57	0
28202	56	0
28258	56	0
28314	61	0
28497	179	2
28670	173	2
28727	59	0
28786	63	0
28849	58	0
28907	56	0
28963	58	0
29021	58	0
29079	56	0
29135	58	0
29193	63	0
29256	56	0
29369	115	1
29427	57	0
29484	57	0
29602	117	1
29717	118	1
29776	57	0
29833	58	0
29891	59	0
29950	61	0
30011	57	0
30068	64	0
30132	57	0
30189	58	0
30360	172	2
30477	123	1
30542	60	0
30602	58	0
30660	62	0
30722	60	0
30782	56	0
30838	58	0
30896	64	0
30960	57	0
31017	59	0
31076	61	0
31137	57	0
31194	60	0
31313	114	1
31368	63	0
31488	118	1
31665	173	2
31843	177	2
31899	57	0
31956	58	0
32072	117	1
32131	57	0
32188	63	0
32251	59	0
32310	56	0
32366	57	0
32423	58	0
32537	114	1
32595	57	0
32652	60	0
32768	116	1
32885	116	1
32944	57	0
33001	56	0
33128	127	1
33184	55	0
33239	60	0
33357	114	1
33413	56	0
33469	64	0
33533	59	0
33592	60	0
33769	174	2
33826	58	0
33884	63	0
34005	116	1
34063	57	0
34120	59	0
34179	58	0
34237	59	0
34355	123	1
34419	55	0
34530	114	1
34588	58	0
34646	57	0
34703	57	0
34760	65	0
34825	59	0
34943	119	1
35003	62	0
35065	57	0
35122	58	0
35180	60	0
35240	57	0
35297	57	0
35354	58	0
35412	57	0
35469	63	0
35532	57	0
35589	56	0
35645	58	0
35703	57	0
35760	58	0
35818	57	0
35875	57	0
35932	58	0
35990	56	0
36046	66	0
36112	58	0
36170	62	0
36232	60	0
36350	115	1
36407	56	0
36463	65	0
36528	57	0
36643	117	1
36702	58	0
36760	57	0
36875	121	1
36938	58	0
36996	57	0
37053	57	0
37186	135	1
37304	115	1
37424	121	1
37481	58	0
37539	57	0
37596	61	0
37657	57	0
37714	57	0
37771	65	0
37836	59	0
37895	56	0
37951	57	0
38008	57	0
38065	63	0
38128	57	0
38185	64	0
38249	57	0
38306	57	0
38420	118	1
38481	58	0
38539	59	0
38598	59	0
38657	59	0
38716	60	0
38776	60	0
38836	59	0
38895	61	0
38956	58	0
39014	58	0
39072	65	0
39137	60	0
39197	58	0
39255	57	0
39312	61	0
39373	60	0
39433	59	0
39492	65	0
39614	114	1
39788	176	2
39847	57	0
39904	67	0
39971	58	0
40029	66	0
40154	117	1
40212	59	0
40271	57	0
40328	61	0
40389	65	0
40454	59	0
40572	118	1
40631	60	0
40691	61	0
40752	58	0
40811	64	0
40875	58	0
40933	60	0
40993	56	0
41049	59	0
41108	60	0
41168	58	0
41226	64	0
41350	118	1
41408	61	0
41469	56	0
41525	58	0
41583	57	0
41640	59	0
41699	63	0
41762	60	0
41880	118	1
41940	58	0
42056	116	1
42181	127	1
42301	118	1
42359	59	0
42418	59	0
42535	125	1
42602	58	0
42660	58	0
42718	58	0
42776	58	0
42834	60	0
42894	57	0
42951	65	0
43016	58	0
43074	59	0
43133	58	0
43191	57	0
43248	59	0
43365	119	1
43426	64	0
43490	58	0
43548	57	0
43605	61	0
43666	58	0
43724	59	0
43783	59	0
43842	69	0
43911	60	0
44090	182	2
44153	59	0
44212	59	0
44271	70	0
44402	120	1
44461	57	0
44518	66	0
44643	117	1
44701	58	0
44818	116	1
44875	59	0
44934	60	0
44994	59	0
45120	128	1
45181	67	0
45248	61	0
45309	57	0
45366	60	0
45426	60	0
45486	61	0
45547	59	0
45606	67	0
45673	60	0
45792	116	1
45849	60	0
45909	58	0
45967	60	0
46027	70	0
46156	118	1
46215	61	0
46276	63	0
46339	64	0
46524	188	2
46591	58	0
46649	59	0
46708	61	0
46769	62	0
46831	59	0
46950	129	1
47080	123	1
47142	62	0
47204	60	0
47264	59	0
47381	125	1
47448	59	0
47567	120	1
47627	59	0
47686	60	0
47746	61	0
47807	58	0
47865	61	0
47926	61	0
47987	59	0
48046	61	0
48107	60	0
48225	120	1
48287	66	0
48414	120	1
48473	60	0
48533	58	0
48591	60	0
48651	59	0
48710	68	0
48897	179	2
49016	116	1
49073	61	0
49134	67	0
49201	56	0
49257	59	0
49316	59	0
49375	55	0
49430	60	0
49490	59	0
49549	59	0
49608	64	0
49672	56	0
49795	123	1
49851	59	0
49910	57	0
49967	57	0
50024	63	0
50087	58	0
50145	58	0
50203	58	0
50261	61	0
50322	57	0
50497	174	2
50553	59	0
50612	59	0
50671	63	0
50734	64	0
50798	56	0
50854	59	0
50913	58	0
50971	86	0
51057	56	0
51172	118	1
51349	182	2
51413	56	0
51469	61	0
51530	57	0
51587	57	0
51702	115	1
51759	64	0
51823	58	0
51881	57	0
51938	58	0
51996	57	0
52053	57	0
52110	57	0
52167	64	0
52289	117	1
52348	56	0
52404	57	0
52575	174	2
52635	66	0
52701	56	0
52757	64	0
52821	58	0
52938	115	1
52994	56	0
53111	117	1
53167	59	0
53226	57	0
53283	57	0
53340	55	0
53453	121	1
53516	61	0
53577	57	0
53634	57	0
53691	57	0
53806	117	1
53865	59	0
53924	58	0
53982	58	0
54040	58	0
54098	57	0
54155	59	0
54214	60	0
54274	59	0
54396	121	1
54454	62	0
