0	47
47	74
121	61
182	52
234	58
292	57
349	47
396	64
460	58
518	47
565	63
628	56
684	53
737	57
794	57
851	57
908	47
955	75
1030	57
1087	46
1133	60
1193	58
1251	45
1296	63
1359	56
1415	47
1462	66
1528	58
1586	47
1633	63
1696	61
1757	59
1816	47
1863	63
1926	58
1984	47
2031	62
2093	58
2151	46
2197	63
2260	57
2317	47
2364	61
2425	60
2485	47
2532	61
2593	58
2651	81
2732	53
2785	57
2842	58
2900	47
2947	61
3008	57
3065	47
3112	63
3175	57
3232	48
3280	59
3339	63
3402	47
3449	60
3509	56
3565	48
3613	61
3674	59
3733	57
3790	47
3837	64
3901	57
3958	47
4005	64
4069	58
4127	47
4174	63
4237	57
4294	48
4342	66
4408	59
4467	47
4514	70
4584	58
4642	75
4717	48
4765	62
4827	62
4889	47
4936	64
5000	57
5057	47
5104	62
5166	60
5226	39
5265	71
5336	59
5395	47
5442	66
5508	57
5565	47
5612	58
5670	58
5728	56
5784	48
5832	61
5893	57
5950	48
5998	58
6056	62
6118	47
6165	62
6227	58
6285	47
6332	59
6391	59
6450	48
6498	63
6561	58
6619	60
6679	52
6731	59
6790	58
6848	47
6895	66
6961	57
7018	56
7074	60
7134	62
7196	50
7247	58
7305	57
7362	47
7409	63
7472	58
7530	58
7588	52
7640	56
7696	61
7757	40
7797	67
7864	59
7923	47
7970	61
8031	58
8089	51
8140	58
8198	57
8255	58
8313	58
8371	56
8427	48
8475	56
8531	57
8588	56
8644	51
8695	56
8751	58
8809	47
8856	63
8919	56
8975	48
9023	63
9086	58
9144	51
9195	59
9254	58
9312	48
9360	63
9423	60
9483	59
9542	47
9589	66
9655	62
9717	51
9768	60
9828	59
9887	62
9949	62
10011	60
10071	47
10118	65
10183	59
10242	53
10295	59
10354	59
10413	60
10473	47
10520	67
10587	61
10648	48
10696	64
10760	57
10817	47
10864	67
10931	58
10989	46
11035	64
11099	59
11158	50
11208	59
11267	66
11333	48
11381	76
11457	69
11526	644
12170	50
12220	60
12280	60
12340	52
12392	60
12452	59
12511	47
12558	65
12623	61
12684	48
12732	61
